year,AREA_LONG_,ward_evpop,EV_Load
2044,28. Toronto Centre-Rosedale,27195,71889.39
2044,29. Toronto-Danforth,23128,61138.37
2044,30. Toronto-Danforth,25784,68159.44
2044,31. Beaches-East York,22745,60125.91
2044,32. Beaches-East York,29177,77128.77
2044,33. Don Valley East,23943,63292.8
2044,34. Don Valley East,24419,64551.1
2044,35. Scarborough Southwest,22533,59565.5
2044,36. Scarborough Southwest,24207,63990.68
2044,37. Scarborough Centre,24047,63567.72
2044,38. Scarborough Centre,24528,64839.23
2044,39. Scarborough Agincourt,23477,62060.94
2044,40. Scarborough Agincourt,23679,62594.92
2044,41. Scarborough-Rouge River,26984,71331.62
2044,42. Scarborough-Rouge River,27700,73224.35
2044,43. Scarborough East,22105,58434.09
2044,44. Scarborough East,28849,76261.7
2045,1. Etobicoke North,22899,60533.01
2045,2. Etobicoke North,23286,61556.03
2045,3. Etobicoke Centre,26397,69779.9
2045,4. Etobicoke Centre,28673,75796.45
2045,5. Etobicoke-Lakeshore,31602,83539.2
2045,6. Etobicoke-Lakeshore,25911,68495.17
2045,7. York West,20619,54505.88
2045,8. York West,18658,49322.02
2045,9. York Centre,19399,51280.83
2045,10. York Centre,26622,70374.68
2045,11. York South-Weston,23088,61032.63
2045,12. York South-Weston,21007,55531.55
2045,13. Parkdale-High Park,28261,74707.34
2045,14. Parkdale-High Park,22674,59938.23
2045,15. Eglinton-Lawrence,24617,65074.5
2045,16. Eglinton-Lawrence,38596,102027.69
2045,17. Davenport,22319,58999.79
2045,18. Davenport,20912,55280.42
2045,19. Trinity-Spadina,27089,71609.18
2045,20. Trinity-Spadina,32059,84747.27
2045,21. St. Paul's,29067,76837.98
2045,22. St. Paul's,35476,93780.03
2045,23. Willowdale,33614,88857.88
2045,24. Willowdale,28738,75968.28
2045,25. Don Valley West,44257,116992.42
2045,26. Don Valley West,27210,71929.04
2045,27. Toronto Centre-Rosedale,36446,96344.21
2045,28. Toronto Centre-Rosedale,27267,72079.72
2045,29. Toronto-Danforth,23189,61299.62
2045,30. Toronto-Danforth,25851,68336.56
2045,31. Beaches-East York,22805,60284.52
2045,32. Beaches-East York,29254,77332.31
2045,33. Don Valley East,24006,63459.34
2045,34. Don Valley East,24483,64720.28
2045,35. Scarborough Southwest,22592,59721.46
2045,36. Scarborough Southwest,24270,64157.22
2045,37. Scarborough Centre,24110,63734.26
2045,38. Scarborough Centre,24593,65011.06
2045,39. Scarborough Agincourt,23539,62224.83
2045,40. Scarborough Agincourt,23741,62758.82
2045,41. Scarborough-Rouge River,27055,71519.3
2045,42. Scarborough-Rouge River,27773,73417.32
2045,43. Scarborough East,22163,58587.41
2045,44. Scarborough East,28925,76462.61
